,feasible,total_proportion_used,total_costs,total_use,total_use_top_quintile,total_use_bottom_quintile,total_water_use_by_bottom_quintile,total_cost_for_bottom_quintile,proportion_of_water_used_by_bottom_quintile,proportion_of_lower_price_water_used_by_bottom_quintile,variance_of_water_use,per_gallon_price_bottom_quintile,per_gallon_price_top_quintile,price1,price2,threshold,perc_spent_by_bottom_quintile,prop_bottom_used_compared_to_top,prop_per_gallon_price
36,False,0.9991810142245855,2677834.854343324,2677.6155614376394,998.8590010359578,322.4448875718799,322.4448875718799,322444.8875718799,0.12042239827690422,0.12052105829869797,0.1403683447004171,999.9999999999999,3098.4466879442343,1000,1100,8.0,0.12041253666143349,0.3228132171181909,0.32274236116145105
37,False,0.9977444917803278,2710544.9763914123,2709.9337486069376,1024.3165055015916,321.38842282650967,321.38842282650967,321388.4228265097,0.11859641328564652,0.11886446921047766,0.1969005777696424,1000.0000000000001,3189.0623945696325,1000,1100,8.5,0.11856966979916295,0.313758902741815,0.31357178890661097
38,False,1.0,2681059.8393214224,2681.0598393214223,1006.3994040845238,322.2533839135423,322.2533839135423,322253.3839135423,0.1201962668595658,0.12019622202795843,0.14430971136203616,1000.0000000000001,3123.0064735473243,1000,1100,9.0,0.1201962668595658,0.32020426741675356,0.3202042674167536
39,False,1.0,2655090.9276411426,2655.0909276411426,998.1418059051286,318.15049938373807,318.15049938373807,318150.49938373803,0.11982659278128449,0.11982654765042045,0.12583822860165184,999.9999999999999,3137.325912857416,1000,1100,9.5,0.11982659278128448,0.31874278534524947,0.31874278534524936
40,False,0.0,2958066.363839618,2465.0553031996815,900.6614988573816,302.6323416866571,302.6323416866571,363158.81002398854,0.12276898668108398,302632.3416866571,0.10857861585318115,1200.0,3571.309637976176,1000,1200,0.0,0.12276898668108396,0.33601118963183135,0.3360111896318314
41,False,0.8232822943424423,2649076.2685381486,2558.644704194525,914.2078830780886,321.0675488082256,321.0675488082256,321067.54880822555,0.125483443747341,0.15241841715736593,0.1177775262907486,999.9999999999999,3105.670155981663,1000,1200,0.5,0.12119981316559136,0.3511975282112078,0.32199169576136544
42,False,0.960736496491622,2619963.6258739927,2599.550136691554,925.6083701456669,321.3219055781529,321.3219055781529,321321.90557815286,0.12360673527424214,0.12865825981745718,0.08749290087638147,999.9999999999999,2944.156134098399,1000,1200,1.0,0.12264365138693985,0.34714671554621435,0.3396558995014828
43,False,0.9716005408398988,2668656.375470783,2653.584303658854,984.0474807922009,321.72625303720554,321.72625303720554,321726.25303720555,0.12124214504645593,0.12478595155599143,0.1885051092612958,1000.0,3105.495877852991,1000,1200,1.5,0.12055739209977874,0.32694179835530085,0.322009765696858
44,False,0.9884373279994012,2667651.6598460274,2661.496856808846,993.230962730734,319.5117573649393,319.5117573649393,319511.75736493926,0.12004964670446246,0.12145393306194645,0.11402102779236005,999.9999999999999,3127.8528652904583,1000,1200,2.0,0.11977266828885035,0.3216892841182593,0.31970813304453116
45,False,0.9946048881485999,2632736.116291477,2629.898397089454,962.6779884743992,320.13325947506564,320.13325947506564,320133.2594750656,0.12172837544954651,0.12238862925632558,0.10381182732902652,1000.0,3015.980624005185,1000,1200,2.5,0.12159716938361888,0.3325444887156876,0.33156711685767143
46,False,0.9967990829088493,2658109.5305886064,2656.4089416321353,984.8703877894022,319.0547184273766,319.0547184273766,319054.7184273766,0.12010753066933469,0.12049317396983981,0.11263185007751568,1000.0,3092.168583522883,1000,1200,3.0,0.12003068901255012,0.3239560478039279,0.3233976327580134
47,False,0.9981690891042766,2625635.469882802,2624.6743609057803,967.4803224777745,319.38512431283715,319.38512431283715,319385.12431283714,0.12168561901241597,0.12190877667270969,0.10912661449450718,1000.0,3032.205815904593,1000,1200,3.5,0.12164107621805292,0.3301205377437268,0.32979291667959276
48,False,0.9939413214075032,2672840.823291385,2669.605966387594,1001.6843682800794,319.6821256863734,319.6821256863734,319682.12568637345,0.11974880552089667,0.12047870212454084,0.1445557187704049,1000.0000000000001,3143.495192376673,1000,1200,4.0,0.11960387723078512,0.3191445686980987,0.3181172353707147
49,False,0.9963526770384684,2687806.248735376,2685.8470184350763,1022.0177618260656,321.31855377200327,321.31855377200327,321318.5537720033,0.11963397452146077,0.12007187070712289,0.15187875509662144,1000.0,3186.7969655214647,1000,1200,4.5,0.11954676938606902,0.31439625197696675,0.3137947007039299
50,False,0.9952962046414344,2706728.3577200742,2704.1843717407746,1020.0228830313209,323.2171221744733,323.2171221744733,323217.12217447325,0.11952480960697495,0.12008964230021654,0.18285580319965997,999.9999999999999,3163.715035055096,1000,1200,5.0,0.11941247124137895,0.3168724227185289,0.3160840938326119
51,False,0.9963658112287456,2707442.094840451,2705.47565299265,1022.7979295111651,321.5430010320552,321.5430010320552,321543.00103205524,0.11884897233371212,0.11928242308704173,0.15890224132761102,1000.0000000000001,3187.021232213996,1000,1200,5.5,0.11876265115505774,0.31437588183790427,0.31377261936385303
52,False,0.9994198657691439,2689911.7033219887,2689.599637558579,1022.3602377427204,320.18863337650873,320.18863337650873,320188.6333765087,0.11904694992714694,0.11911600891372505,0.15406931943633528,1000.0,3193.968170330309,1000,1200,6.0,0.11903313888745194,0.31318572608365175,0.31309015828313136
53,False,0.9992412102264526,2622582.648519823,2622.184711131191,968.457975659841,319.3934625777867,319.3934625777867,319393.46257778665,0.12180433408140906,0.12189678162600942,0.12647290744671794,999.9999999999999,3033.424370145061,1000,1200,6.5,0.12178585210958033,0.32979589265107123,0.32966043585658245
54,False,1.0,2666131.4684605217,2666.1314684605222,981.7623732251604,322.78920388494964,322.78920388494964,322789.2038849497,0.12107025017462271,0.12107020476418207,0.11724824340099314,1000.0000000000001,3041.496931771875,1000,1200,7.0,0.12107025017462275,0.32878547058649615,0.32878547058649615
55,False,0.9988768512897407,2713623.1224298486,2713.01369886249,1038.17380085916,319.2645342484736,319.2645342484736,319264.5342484736,0.11767892450463281,0.11781120057813939,0.1728843053584364,1000.0,3253.6755981109577,1000,1200,7.5,0.11765249625474736,0.3075251311334001,0.3073447151832184
56,False,0.9984469310410101,2728390.6151100895,2727.5434025115414,1051.1399998030945,319.9243757385063,319.9243757385063,319924.3757385063,0.11729396329455936,0.11747636912647047,0.1936680857465921,1000.0000000000001,3288.237134082886,1000,1200,8.0,0.1172575414849818,0.30435943432695584,0.3041143199907654
57,False,1.0,2691730.8872574163,2691.7308872574167,1009.2121185698231,318.6575982076514,318.6575982076514,318657.5982076514,0.11838389926577285,0.11838385528520412,0.13482513804289228,1000.0,3167.0737627043045,1000,1200,8.5,0.11838389926577288,0.31574888206775414,0.3157488820677542
58,False,1.0,2666885.2093505864,2666.8852093505866,982.901197713825,323.1772963153088,323.1772963153088,323177.29631530883,0.12118155486490013,0.12118150942555801,0.12287266129433343,1000.0000000000001,3041.3683415274777,1000,1200,9.0,0.12118155486490016,0.328799371764936,0.32879937176493607
59,False,1.0,2635647.1377976537,2635.6471377976536,961.6337916884115,321.09588078411616,321.09588078411616,321095.8807841161,0.12182809913333992,0.12182805291013682,0.09608029770739061,999.9999999999998,2994.84935571301,1000,1200,9.5,0.12182809913333989,0.33390661139345407,0.3339066113934539
60,False,0.0,3009615.5549934544,2315.0888884565034,837.8188383742831,292.8429771389538,292.8429771389538,380695.87028063997,0.12649318935403625,292842.9771389538,0.07967931911852659,1300.0,3719.278162404967,1000,1300,0.0,0.12649318935403628,0.3495301892556999,0.3495301892556999
61,False,0.842465413306316,2626617.9414102575,2508.0849057063233,862.8985436471578,320.4683941803938,320.4683941803938,320468.3941803938,0.1277741409197405,0.15166685590937326,0.07730732730049679,1000.0,3032.670487005225,1000,1300,0.5,0.12200799710076263,0.37138594860282254,0.32974238522943
62,False,0.9526456702605866,2668632.308920137,2631.2519570792347,955.0759587120697,321.5792630923676,321.5792630923676,321579.2630923676,0.12221530599803519,0.12829036131367588,0.11042350335760627,1000.0,3086.194989718312,1000,1300,1.0,0.12050339869507717,0.3367054318130055,0.32402359647770457
63,False,0.9847637716923556,2642348.7263963483,2630.3258528311776,957.9805929730722,321.723910814742,321.723910814742,321723.910814742,0.12231332877196611,0.12420570807668065,0.09698705114257108,999.9999999999999,3015.0182623410888,1000,1300,1.5,0.12175679447637143,0.3358355202335349,0.3316729495441013
64,False,0.9894718850062898,2661882.029240513,2653.501119763072,981.253775207383,319.97930680339834,319.97930680339834,319979.30680339836,0.12058759064400505,0.12187061253893781,0.11402696948177622,1000.0,3092.808389927776,1000,1300,2.0,0.1202079217968554,0.32609230648388826,0.32333073178948285
65,False,0.9941981176575728,2675221.5487038684,2670.5732431807373,989.4790628898118,322.8413294135587,322.8413294135587,322841.3294135587,0.1208884011093605,0.12159382866586066,0.11365719271206477,1000.0,3079.306389360913,1000,1300,2.5,0.12067835262839212,0.3262740380485547,0.32474845746270237
66,False,0.9945942149577217,2693778.5831795074,2689.417060024848,1017.4874550086698,321.00835471334346,321.00835471334346,321008.35471334343,0.1193598268876816,0.12000852254127752,0.13276968434471914,999.9999999999999,3183.2472992044954,1000,1300,3.0,0.11916657022881681,0.31549121626330834,0.31414461586126324
67,False,0.9978129961848878,2692172.2827077545,2690.407103527869,1007.6304770770043,320.82595687841217,320.82595687841217,320825.95687841217,0.11924810801224858,0.11950943117359186,0.12048416010592855,1000.0,3146.2406161837926,1000,1300,3.5,0.11916992049102046,0.31839644014052015,0.31783964483077015
68,False,0.9992272671100919,2688421.1019403543,2687.7980169616135,1012.1202625500282,319.480786815918,319.480786815918,319480.78681591805,0.11886339107321425,0.11895526746329356,0.12788427504740782,1000.0000000000001,3169.96636205326,1000,1300,4.0,0.11883584256399952,0.3156549657557383,0.31546076071049445
69,False,0.999899633297733,2665294.467250887,2665.2142176223297,988.004962931726,322.53980826260846,322.53980826260846,322539.8082626085,0.12101834296469804,0.12103044498018373,0.11392328431518794,1000.0000000000001,3063.4519747583995,1000,1300,4.5,0.12101469921081237,0.3264556559569599,0.32642914210491764
70,False,0.9998181736809787,2695605.7785122646,2695.4587469096573,1013.7382117225704,321.3179608633094,321.3179608633094,321317.96086330945,0.1192071521152755,0.11922878681349539,0.1205048461635081,1000.0000000000001,3155.3954861443017,1000,1300,5.0,0.11920064997065279,0.31696344988053426,0.3169174844773383
71,False,1.0,2686147.4298027144,2686.147429802714,1006.1163990754119,321.5301986442709,321.5301986442709,321530.19864427095,0.11969938622016957,0.11969934165845253,0.12480893172118017,1000.0000000000001,3129.150553564463,1000,1300,5.5,0.11969938622016957,0.31957554706368635,0.31957554706368635
72,False,1.0,2681899.6969686085,2681.899696968608,1005.7183651220013,322.17490542462974,322.17490542462974,322174.9054246298,0.12012936419240022,0.12012931939977821,0.1177428038093639,1000.0000000000002,3121.653326153552,1000,1300,6.0,0.12012936419240024,0.3203430668043409,0.3203430668043409
73,False,1.0,2700967.6996501293,2700.9676996501294,1025.9197532314752,321.9004509664468,321.9004509664468,321900.4509664468,0.11917967438416396,0.1191796302593748,0.1448954055886943,1000.0,3187.071500370193,1000,1300,6.5,0.11917967438416396,0.3137676703782283,0.3137676703782282
74,False,0.9992120262496524,2667119.1309221983,2666.4887939696246,993.2365660519929,321.4697390101852,321.4697390101852,321469.73901018524,0.12055919369967068,0.12065422081018676,0.12849041598228783,1000.0000000000001,3091.6343978898662,1000,1300,7.0,0.1205307011910758,0.3236587838162185,0.3234535107652219
75,False,1.0,2638046.3396118805,2638.0463396118803,973.1013279879219,321.2089244046854,321.2089244046854,321208.9244046854,0.12176015242095516,0.12176010626554672,0.11166674329360508,1000.0,3029.4965489873157,1000,1300,7.5,0.12176015242095516,0.33008784919536377,0.33008784919536377
76,False,0.9993488357224328,2637884.7529398827,2637.3695446896095,973.0905783054022,320.2711181998399,320.2711181998399,320271.1181998399,0.12143581427362408,0.12151489435774541,0.12820716792520667,999.9999999999999,3039.9425087971063,1000,1300,8.0,0.12141209650759101,0.32912775577128606,0.3289535894531427
77,False,1.0,2665739.84348963,2665.7398434896295,1006.8289570214195,319.95930068338066,319.95930068338066,319959.3006833807,0.1200264539935498,0.1200264089679974,0.13341178272486778,1000.0000000000001,3146.740710055928,1000,1300,8.5,0.12002645399354978,0.31778913235664297,0.317789132356643
78,False,1.0,2683449.0716068726,2683.4490716068726,1009.1050950559684,321.3880227942189,321.3880227942189,321388.02279421897,0.1197667681472967,0.1197667235156602,0.13344497802600902,1000.0000000000002,3139.834167691081,1000,1300,9.0,0.11976676814729673,0.3184881578428594,0.31848815784285944
79,False,1.0,2665071.1774998647,2665.071177499865,984.8426586857684,320.8544620699071,320.8544620699071,320854.4620699071,0.12039245509791767,0.12039240992373584,0.1286700526275874,1000.0000000000001,3069.4373153869155,1000,1300,9.5,0.1203924550979177,0.3257926118859169,0.3257926118859169
80,False,0.0,3139166.6376470053,2242.2618840335754,806.4925141509631,286.7848577070898,286.7848577070898,401498.8007899256,0.12789980499119769,286784.8577070898,0.09706900661632292,1399.9999999999995,3937.0611434602088,1000,1400,0.0,0.12789980499119766,0.35559518864102946,0.35559518864102935
81,False,0.8538162860484547,2622041.2730953763,2477.1912653599193,841.1226384047266,323.6268515282592,323.6268515282592,323626.8515282592,0.13064265809981304,0.15301019489429668,0.07375518338907798,1000.0000000000001,3021.819199890954,1000,1400,0.5,0.1234255367560293,0.38475584504781607,0.3309264829729344
82,False,0.9761935920387735,2591802.778378929,2567.3549783802864,885.8343338393552,321.086847797346,321.086847797346,321086.84779734595,0.12506523270105635,0.12811514418799821,0.06178298865379987,999.9999999999998,2835.002866304018,1000,1400,1.0,0.12388552496196226,0.3624682805030841,0.3527333294388149
83,False,0.9867975996200349,2625811.1550685037,2612.017196338339,945.18951740786,319.7503575623447,319.7503575623447,319750.35756234464,0.122415104315005,0.12405285224550447,0.09022428744317583,999.9999999999999,2999.16310789752,1000,1400,1.5,0.12177203107129111,0.3382923230456954,0.33342634729226917
84,False,0.9958264446540729,2675058.2372178556,2670.599878657694,974.3432084459182,324.8370115973801,324.8370115973801,324837.0115973801,0.12163447403459436,0.12214420389310943,0.08990681392354204,999.9999999999999,3013.2082615612085,1000,1400,2.0,0.12143175317753858,0.33339074853869677,0.33187218180593936
85,False,0.9957374034959448,2687504.51580892,2682.930016565225,1000.3542138506107,320.29360681970127,320.29360681970127,320293.6068197012,0.11938202071694426,0.11989303164715437,0.11073079309535562,999.9999999999998,3137.5234837578155,1000,1400,2.5,0.1191788162347683,0.3201801945600969,0.3187227140057287
86,False,0.9961862796930472,2681031.2135477737,2676.9475618368842,1004.6731504971515,321.6544225267552,321.6544225267552,321654.4225267552,0.12015716225163574,0.12061711714294353,0.12338684500496953,1000.0,3136.1508860464464,1000,1400,3.0,0.11997414312126344,0.32015827472605196,0.31886220922891845
87,False,0.9978766512695667,2679982.0751161147,2677.70779213975,993.2813736387062,322.53289430493965,322.53289430493965,322532.8943049396,0.12045111690368739,0.12070737567796576,0.11959598830816015,999.9999999999999,3086.6794494263886,1000,1400,3.5,0.12034889983022193,0.32471452990545757,0.32397274041068125
88,False,0.9964528446721013,2665187.5629985174,2661.411387165831,981.2608809895403,323.82702071304743,323.82702071304743,323827.0207130475,0.12167492116199845,0.12210801136416478,0.12690683227642435,1000.0000000000001,3041.8618392413177,1000,1400,4.0,0.12150252582925909,0.33001113871622817,0.32874602886284077
89,False,0.9973192817049484,2676024.473053888,2673.158079546126,1005.2469069966123,322.07797859419156,322.07797859419156,322077.9785941916,0.1204859454659999,0.12080975719869821,0.13940976096711863,1000.0000000000001,3130.0286499083063,1000,1400,4.5,0.12035688830103827,0.3203968859317037,0.31948589353304957
90,False,0.9984384022273289,2689320.5931435153,2687.6417869722054,1006.3017478569336,321.6226889203099,321.6226889203099,321622.6889203099,0.11966724527029984,0.11985436498508516,0.13339495664416795,1000.0,3134.046784485393,1000,1400,5.0,0.1195925430907324,0.31960859613456133,0.3190762834014933
91,False,0.9996151401232919,2636124.69303854,2635.7189400520183,971.6532156653186,319.67819195951165,319.67819195951165,319678.1919595117,0.12128690472330958,0.12133355510603837,0.12074671886806788,1000.0000000000002,3040.7421998149794,1000,1400,5.5,0.12126823621193478,0.32900440898620287,0.3288670772750309
92,False,0.9977136567385503,2686321.5050215344,2683.86700852171,1002.5774001199974,320.6828009210436,320.6828009210436,320682.8009210436,0.11948535449142006,0.11975912032732414,0.15100159154037265,1000.0,3134.0374155808686,1000,1400,6.0,0.11937618052105528,0.31985839784804787,0.31907723724946596
93,False,0.9989852582263059,2665476.5942739,2664.3951250598902,994.1250498698083,320.7515637190402,320.7515637190402,320751.56371904025,0.12038438319535295,0.12050662106924881,0.13983410587864983,1000.0000000000002,3102.733179363583,1000,1400,6.5,0.12033553939587899,0.3226470993372978,0.32229648577294523
